video,frame,GPS_speed,OBD_speed,accX,accY,accZ,gyroX,gyroY,gyroZ,heading_angle,latitude,longitude,pitch,roll,yaw
video_0001,6160,11.667744,18.00855936,-0.01,0.9,0.2,2.44,2.06,1.81,163.57,43.673889,-79.414767833,0.26,6.193,3.18
video_0001,6161,11.667744,17.00271936,0.01,0.895,0.17,3.22,2.59,0.905,163.57,43.673889,-79.414767833,0.2615,6.191,3.18
video_0001,6162,11.667744,15.99687936,0.03,0.89,0.14,4.0,3.12,0.0,163.57,43.673889,-79.414767833,0.263,6.189,3.18
video_0001,6163,12.07008,15.99687936,0.03,0.89,0.14,4.0,3.12,0.0,161.31,43.673886,-79.414765667,0.263,6.189,3.18
video_0001,6164,12.07008,15.99687936,-0.045,0.885,0.225,2.97,1.53,0.81,161.31,43.673886,-79.414765667,0.264,6.1885,3.18
video_0001,6165,12.07008,15.99687936,-0.12,0.88,0.31,1.94,-0.06,1.62,161.31,43.673886,-79.414765667,0.265,6.188,3.18
video_0001,6166,11.120567040000001,15.99687936,-0.12,0.88,0.31,1.94,-0.06,1.62,161.63,43.673883667,-79.414765333,0.265,6.188,3.18
video_0001,6167,11.120567040000001,15.99687936,-0.03,0.835,0.215,4.095,0.875,2.715,161.63,43.673883667,-79.414765333,0.2655,6.19,3.18
video_0001,6168,11.120567040000001,15.99687936,0.06,0.79,0.12,6.25,1.81,3.81,161.63,43.673883667,-79.414765333,0.266,6.192,3.18
video_0001,6169,11.796491520000002,15.99687936,0.06,0.79,0.12,6.25,1.81,3.81,159.67,43.673880833,-79.414762833,0.266,6.192,3.18
video_0001,6170,11.796491520000002,15.99687936,0.035,0.83,0.205,2.595,-0.155,2.06,159.67,43.673880833,-79.414762833,0.2655,6.1935,3.175
video_0001,6171,11.796491520000002,15.99687936,0.01,0.87,0.29,-1.06,-2.12,0.31,159.67,43.673880833,-79.414762833,0.265,6.195,3.17
video_0001,6172,12.729911040000001,15.99687936,0.01,0.87,0.29,-1.06,-2.12,0.31,159.67,43.673877,-79.4147615,0.265,6.195,3.17
video_0001,6173,12.729911040000001,15.99687936,-0.015,0.875,0.265,-0.53,-1.5,-0.19,159.67,43.673877,-79.4147615,0.2655,6.195,3.17
video_0001,6174,12.729911040000001,15.99687936,-0.04,0.88,0.24,0.0,-0.88,-0.69,159.67,43.673877,-79.4147615,0.266,6.195,3.17
video_0001,6175,12.61725696,15.99687936,-0.04,0.88,0.24,0.0,-0.88,-0.69,160.3,43.673873667,-79.414760333,0.266,6.195,3.17
video_0001,6176,12.61725696,15.99687936,-0.04,0.86,0.195,-0.44,-0.035,-0.69,160.3,43.673873667,-79.414760333,0.266,6.195,3.17
video_0001,6177,12.61725696,15.99687936,-0.04,0.84,0.15,-0.88,0.81,-0.69,160.3,43.673873667,-79.414760333,0.266,6.195,3.17
video_0001,6178,12.681630720000001,15.99687936,-0.04,0.84,0.15,-0.88,0.81,-0.69,160.58,43.6738705,-79.414758833,0.266,6.195,3.17
video_0001,6179,12.681630720000001,15.99687936,-0.035,0.84,0.16,0.0,0.56,0.0600000000000001,160.58,43.6738705,-79.414758833,0.2655,6.1945,3.17
video_0001,6180,12.681630720000001,15.99687936,-0.03,0.84,0.17,0.88,0.31,0.81,160.58,43.6738705,-79.414758833,0.265,6.194,3.17
video_0001,6181,13.260994560000002,15.99687936,-0.03,0.84,0.17,0.88,0.31,0.81,162.24,43.6738665,-79.414758,0.265,6.194,3.17
video_0001,6182,13.260994560000002,14.0012928,-0.03,0.84,0.17,0.88,0.31,0.81,162.24,43.6738665,-79.414758,0.265,6.194,3.17
video_0001,6183,13.260994560000002,14.0012928,-0.05,0.87,0.14,0.75,-0.12,0.5,162.24,43.6738665,-79.414758,0.265,6.195,3.17
video_0001,6184,13.260994560000002,14.0012928,-0.05,0.87,0.14,0.75,-0.12,0.5,164.08,43.673863,-79.414757167,0.265,6.195,3.17
video_0001,6185,13.260994560000002,14.0012928,-0.055,0.885,0.17,0.345,-1.28,-0.345,164.08,43.673863,-79.414757167,0.2655,6.1955,3.17
video_0001,6186,13.260994560000002,14.0012928,-0.06,0.9,0.2,-0.06,-2.44,-1.19,164.08,43.673863,-79.414757167,0.266,6.196,3.17
video_0001,6187,13.16443392,14.0012928,-0.06,0.9,0.2,-0.06,-2.44,-1.19,165.42,43.6738595,-79.414756,0.266,6.196,3.17
video_0001,6188,13.16443392,14.0012928,-0.06,0.9,0.2,-0.06,-2.44,-1.19,165.42,43.6738595,-79.414756,0.266,6.196,3.17
video_0001,6189,13.16443392,14.0012928,-0.01,0.89,0.11,1.06,0.06,-0.38,165.42,43.6738595,-79.414756,0.266,6.197,3.17
video_0001,6190,13.100060160000002,14.0012928,-0.01,0.89,0.11,1.06,0.06,-0.38,166.85,43.673855833,-79.414754667,0.266,6.197,3.17
video_0001,6191,13.100060160000002,14.0012928,-0.01,0.89,0.11,1.06,0.06,-0.38,166.85,43.673855833,-79.414754667,0.266,6.197,3.17
video_0001,6192,13.100060160000002,14.0012928,-0.01,0.88,0.12,1.81,0.56,-0.62,166.85,43.673855833,-79.414754667,0.266,6.196,3.17
video_0001,6193,12.21492096,12.00570624,-0.01,0.88,0.12,1.81,0.56,-0.62,166.77,43.673853167,-79.4147525,0.266,6.196,3.17
video_0001,6194,12.21492096,12.00570624,-0.055,0.875,0.085,1.31,-0.72,-0.62,166.77,43.673853167,-79.4147525,0.266,6.196,3.175
video_0001,6195,12.21492096,12.00570624,-0.1,0.87,0.05,0.81,-2.0,-0.62,166.77,43.673853167,-79.4147525,0.266,6.196,3.18
video_0001,6196,10.60557696,12.00570624,-0.1,0.87,0.05,0.81,-2.0,-0.62,166.37,43.673851333,-79.414750833,0.266,6.196,3.18
video_0001,6197,10.60557696,12.00570624,-0.1,0.87,0.05,0.81,-2.0,-0.62,166.37,43.673851333,-79.414750833,0.266,6.196,3.18
video_0001,6198,10.60557696,12.00570624,-0.07,0.91,0.14,0.62,-0.81,-0.44,166.37,43.673851333,-79.414750833,0.266,6.197,3.18
video_0001,6199,10.60557696,12.00570624,-0.07,0.91,0.14,0.62,-0.81,-0.44,164.34,43.6738485,-79.414747833,0.266,6.197,3.18
video_0001,6200,10.60557696,12.00570624,-0.07,0.91,0.14,0.62,-0.81,-0.44,164.34,43.6738485,-79.414747833,0.266,6.197,3.18
video_0001,6201,10.60557696,12.00570624,-0.01,0.9,0.21,-1.19,0.81,0.0,164.34,43.6738485,-79.414747833,0.266,6.198,3.18
video_0001,6202,10.267614720000001,12.00570624,-0.01,0.9,0.21,-1.19,0.81,0.0,163.36,43.673845667,-79.414746,0.266,6.198,3.18
video_0001,6203,10.267614720000001,12.00570624,0.0,0.9,0.17,-0.405,1.03,0.03,163.36,43.673845667,-79.414746,0.2655,6.198,3.18
video_0001,6204,10.267614720000001,12.00570624,0.01,0.9,0.13,0.38,1.25,0.06,163.36,43.673845667,-79.414746,0.265,6.198,3.18
video_0001,6205,9.623877120000001,10.01011968,0.01,0.9,0.13,0.38,1.25,0.06,163.89,43.673843333,-79.414745167,0.265,6.198,3.18
video_0001,6206,9.623877120000001,10.01011968,0.01,0.9,0.13,0.38,1.25,0.06,163.89,43.673843333,-79.414745167,0.265,6.198,3.18
video_0001,6207,9.623877120000001,10.01011968,-0.03,0.94,0.13,-0.62,0.0,-0.38,163.89,43.673843333,-79.414745167,0.265,6.198,3.18
video_0001,6208,9.3341952,10.01011968,-0.03,0.94,0.13,-0.62,0.0,-0.38,163.13,43.673841167,-79.414743667,0.265,6.198,3.18
video_0001,6209,9.3341952,10.01011968,-0.03,0.94,0.13,-0.62,0.0,-0.38,163.13,43.673841167,-79.414743667,0.265,6.198,3.18
video_0001,6210,9.3341952,10.01011968,-0.07,0.91,0.14,1.31,-0.56,-0.94,163.13,43.673841167,-79.414743667,0.265,6.198,3.18
video_0001,6211,8.88357888,10.01011968,-0.07,0.91,0.14,1.31,-0.56,-0.94,159.91,43.673839667,-79.4147415,0.265,6.198,3.18
video_0001,6212,8.88357888,10.01011968,-0.055,0.885,0.125,1.0,-0.34,-0.72,159.91,43.673839667,-79.4147415,0.2655,6.198,3.18
video_0001,6213,8.88357888,10.01011968,-0.04,0.86,0.11,0.69,-0.12,-0.5,159.91,43.673839667,-79.4147415,0.266,6.198,3.18
video_0001,6214,9.221541120000001,10.01011968,-0.04,0.86,0.11,0.69,-0.12,-0.5,162.16,43.673836167,-79.414740667,0.266,6.198,3.18
video_0001,6215,9.221541120000001,7.99843968,-0.04,0.86,0.11,0.69,-0.12,-0.5,162.16,43.673836167,-79.414740667,0.266,6.198,3.18
video_0001,6216,9.221541120000001,7.99843968,-0.02,0.92,0.19,-1.06,2.06,0.31,162.16,43.673836167,-79.414740667,0.265,6.198,3.18
video_0001,6217,9.656064,7.99843968,-0.02,0.92,0.19,-1.06,2.06,0.31,166.17,43.673832667,-79.414739833,0.265,6.198,3.18
video_0001,6218,9.656064,7.99843968,-0.02,0.92,0.19,-1.06,2.06,0.31,166.17,43.673832667,-79.414739833,0.265,6.198,3.18
video_0001,6219,9.656064,7.99843968,-0.02,0.88,0.1,0.94,0.06,-0.06,166.17,43.673832667,-79.414739833,0.265,6.198,3.18
video_0001,6220,8.88357888,7.99843968,-0.02,0.88,0.1,0.94,0.06,-0.06,169.08,43.6738305,-79.414739,0.265,6.198,3.18
video_0001,6221,8.88357888,7.99843968,-0.02,0.88,0.1,0.94,0.06,-0.06,169.08,43.6738305,-79.414739,0.265,6.198,3.18
video_0001,6222,8.88357888,7.99843968,-0.07,0.89,0.14,-0.06,-1.38,-0.94,169.08,43.6738305,-79.414739,0.265,6.198,3.18
video_0001,6223,7.25814144,7.99843968,-0.07,0.89,0.14,-0.06,-1.38,-0.94,168.49,43.673829333,-79.414736667,0.265,6.198,3.18
video_0001,6224,7.25814144,7.99843968,-0.07,0.89,0.14,-0.06,-1.38,-0.94,168.49,43.673829333,-79.414736667,0.265,6.198,3.18
video_0001,6225,7.25814144,7.99843968,-0.06,0.91,0.14,-0.38,-0.56,-0.88,168.49,43.673829333,-79.414736667,0.264,6.198,3.18
video_0001,6226,6.37300224,6.00285312,-0.06,0.91,0.14,-0.38,-0.56,-0.88,164.96,43.673828333,-79.414734667,0.264,6.198,3.18
video_0001,6227,6.37300224,6.00285312,-0.06,0.91,0.14,-0.38,-0.56,-0.88,164.96,43.673828333,-79.414734667,0.264,6.198,3.18
video_0001,6228,6.37300224,6.00285312,0.01,0.89,0.16,-0.12,1.69,0.38,164.96,43.673828333,-79.414734667,0.264,6.198,3.18
video_0001,6229,5.793638400000001,6.00285312,0.01,0.89,0.16,-0.12,1.69,0.38,165.5,43.673826833,-79.414734,0.264,6.198,3.18
video_0001,6230,5.793638400000001,4.007266560000001,0.01,0.89,0.16,-0.12,1.69,0.38,165.5,43.673826833,-79.414734,0.264,6.198,3.18
video_0001,6231,5.793638400000001,4.007266560000001,-0.07,0.87,0.12,1.31,-1.31,-0.44,165.5,43.673826833,-79.414734,0.264,6.197,3.18
video_0001,6232,5.793638400000001,4.007266560000001,-0.07,0.87,0.12,1.31,-1.31,-0.44,165.5,43.673826833,-79.414734,0.264,6.197,3.18
video_0001,6233,4.409602560000001,4.007266560000001,-0.07,0.87,0.12,1.31,-1.31,-0.44,169.64,43.673826333,-79.414733833,0.264,6.197,3.18
video_0001,6234,4.409602560000001,4.007266560000001,0.02,0.86,0.2,1.81,2.19,0.56,169.64,43.673826333,-79.414733833,0.263,6.198,3.18
video_0001,6235,4.409602560000001,4.007266560000001,0.02,0.86,0.2,1.81,2.19,0.56,169.64,43.673826333,-79.414733833,0.263,6.198,3.18
video_0001,6236,4.1038272,4.007266560000001,0.02,0.86,0.2,1.81,2.19,0.56,173.32,43.673825167,-79.414733333,0.263,6.198,3.18
video_0001,6237,4.1038272,4.007266560000001,-0.07,0.88,0.24,0.06,-1.25,-1.06,173.32,43.673825167,-79.414733333,0.264,6.197,3.18
video_0001,6238,3.58883712,4.007266560000001,-0.07,0.88,0.24,0.06,-1.25,-1.06,173.13,43.6738245,-79.4147325,0.264,6.197,3.18
video_0001,6239,3.58883712,4.007266560000001,-0.07,0.88,0.24,0.06,-1.25,-1.06,173.13,43.6738245,-79.4147325,0.264,6.197,3.18
video_0001,6240,3.58883712,4.007266560000001,-0.06,0.86,0.23,0.94,-0.06,-0.38,173.13,43.6738245,-79.4147325,0.265,6.197,3.18
video_0001,6241,3.58883712,4.007266560000001,-0.06,0.86,0.23,0.94,-0.06,-0.38,173.13,43.6738245,-79.4147325,0.265,6.197,3.18
video_0001,6242,3.15431424,4.007266560000001,-0.045,0.855,0.255,0.47,0.16,-0.19,173.38,43.67382425,-79.4147321665,0.265,6.197,3.18
video_0001,6243,2.71979136,4.007266560000001,-0.03,0.85,0.28,0.0,0.38,0.0,173.63,43.673824,-79.414731833,0.265,6.197,3.18
video_0001,6244,2.71979136,4.007266560000001,-0.03,0.85,0.28,0.0,0.38,0.0,173.63,43.673824,-79.414731833,0.265,6.197,3.18
video_0001,6245,2.5588569600000004,1.99558656,-0.03,0.85,0.28,0.0,0.38,0.0,167.57,43.6738235,-79.414730833,0.265,6.197,3.18
video_0001,6246,2.5588569600000004,1.99558656,-0.01,0.84,0.27,0.81,0.81,0.31,167.57,43.6738235,-79.414730833,0.266,6.198,3.18
video_0001,6247,1.97949312,1.99558656,-0.01,0.84,0.27,0.81,0.81,0.31,172.78,43.673823,-79.414731,0.266,6.198,3.18
video_0001,6248,1.97949312,1.99558656,-0.01,0.84,0.27,0.81,0.81,0.31,172.78,43.673823,-79.414731,0.266,6.198,3.18
video_0001,6249,1.97949312,1.99558656,-0.02,0.85,0.23,0.94,0.19,0.0,172.78,43.673823,-79.414731,0.243,6.21,3.18
video_0001,6250,0.45061632000000007,1.99558656,-0.02,0.85,0.23,0.94,0.19,0.0,172.78,43.673823333,-79.414729833,0.243,6.21,3.18
video_0001,6251,0.45061632000000007,1.99558656,-0.02,0.85,0.23,0.94,0.19,0.0,172.78,43.673823333,-79.414729833,0.243,6.21,3.18
video_0001,6252,0.45061632000000007,1.99558656,-0.05,0.86,0.26,-0.06,-0.88,-0.56,172.78,43.673823333,-79.414729833,0.251,6.214,3.18
video_0001,6253,0.45061632000000007,1.99558656,-0.05,0.86,0.26,-0.06,-0.88,-0.56,172.78,43.673823333,-79.414729833,0.251,6.214,3.18
video_0001,6254,1.0138867200000001,1.99558656,-0.05,0.86,0.26,-0.06,-0.88,-0.56,172.78,43.673824167,-79.414730833,0.251,6.214,3.18
video_0001,6255,1.0138867200000001,1.99558656,-0.01,0.85,0.26,1.0,0.62,0.12,172.78,43.673824167,-79.414730833,0.259,6.2,3.18
video_0001,6256,1.09435392,1.99558656,-0.01,0.85,0.26,1.0,0.62,0.12,172.78,43.673823833,-79.414731,0.259,6.2,3.18
video_0001,6257,1.09435392,1.99558656,-0.01,0.85,0.26,1.0,0.62,0.12,172.78,43.673823833,-79.414731,0.259,6.2,3.18
video_0001,6258,1.09435392,1.99558656,-0.04,0.86,0.27,-0.25,-1.44,-0.75,172.78,43.673823833,-79.414731,0.262,6.217,3.18
video_0001,6259,0.7402982400000001,1.99558656,-0.04,0.86,0.27,-0.25,-1.44,-0.75,172.78,43.6738225,-79.414730333,0.262,6.217,3.18
video_0001,6260,0.7402982400000001,1.99558656,-0.025,0.855,0.27,0.22,-0.03,-0.155,172.78,43.6738225,-79.414730333,0.2575,6.2305,3.18
video_0001,6261,0.7402982400000001,1.99558656,-0.01,0.85,0.27,0.69,1.38,0.44,172.78,43.6738225,-79.414730333,0.253,6.244,3.18
video_0001,6262,0.93341952,1.99558656,-0.01,0.85,0.27,0.69,1.38,0.44,172.78,43.6738215,-79.414729833,0.253,6.244,3.18
video_0001,6263,0.93341952,1.99558656,-0.01,0.85,0.27,0.69,1.38,0.44,172.78,43.6738215,-79.414729833,0.253,6.244,3.18
video_0001,6264,0.93341952,1.99558656,-0.01,0.85,0.27,0.69,1.38,0.44,172.78,43.6738215,-79.414729833,0.253,6.244,3.18
video_0001,6265,0.94951296,1.99558656,-0.03,0.85,0.29,0.12,-1.19,-0.81,172.78,43.673821,-79.414730333,0.271,6.242,3.18
video_0001,6266,0.94951296,1.99558656,-0.03,0.85,0.29,0.12,-1.19,-0.81,172.78,43.673821,-79.414730333,0.271,6.242,3.18
video_0001,6267,0.94951296,1.99558656,-0.03,0.85,0.29,0.12,-1.19,-0.81,172.78,43.673821,-79.414730333,0.271,6.242,3.18
video_0001,6268,0.99779328,1.99558656,-0.02,0.85,0.28,-0.12,-0.25,-0.5,172.78,43.673820333,-79.414729667,0.273,6.221,3.18
video_0001,6269,0.99779328,1.99558656,-0.025,0.85,0.285,-0.155,-0.5,-0.405,172.78,43.673820333,-79.414729667,0.279197183098592,6.20565989399293,3.18
video_0001,6270,0.99779328,1.99558656,-0.03,0.85,0.29,-0.19,-0.75,-0.31,172.78,43.673820333,-79.414729667,0.284,6.198,3.18
video_0001,6271,1.7863718400000004,1.99558656,-0.03,0.85,0.29,-0.19,-0.75,-0.31,176.53,43.673819167,-79.414729167,0.284,6.198,3.18
video_0001,6272,1.7863718400000004,0.99779328,-0.03,0.85,0.29,-0.19,-0.75,-0.31,176.53,43.673819167,-79.414729167,0.284,6.198,3.18
video_0001,6273,1.7863718400000004,0.0,-0.03,0.85,0.29,-0.19,-0.75,-0.31,176.53,43.673819167,-79.414729167,0.284,6.198,3.18
video_0001,6274,2.1082406400000004,0.0,-0.03,0.85,0.3,-0.62,-0.31,-0.44,182.05,43.673818333,-79.414729,0.272,6.206,3.18
video_0001,6275,2.1082406400000004,0.0,-0.03,0.85,0.3,-0.62,-0.31,-0.44,182.05,43.673818333,-79.414729,0.272,6.206,3.18
video_0001,6276,2.1082406400000004,0.0,-0.03,0.85,0.3,-0.62,-0.31,-0.44,182.05,43.673818333,-79.414729,0.272,6.206,3.18
video_0001,6277,0.77248512,0.0,0.0,0.85,0.24,-0.81,0.0,-0.38,182.05,43.673818,-79.414728667,0.286,6.207,3.18
video_0001,6278,0.77248512,0.0,-0.035,0.855,0.27,-0.935,-0.31,-0.565,182.05,43.673818,-79.414728667,0.2665,6.21641326530612,3.18
video_0001,6279,0.77248512,0.0,-0.07,0.86,0.3,-1.06,-0.62,-0.75,182.05,43.673818,-79.414728667,0.247,6.225,3.18
video_0001,6280,1.94730624,0.0,-0.07,0.86,0.3,-1.06,-0.62,-0.75,161.07,43.673816667,-79.414726833,0.247,6.225,3.18
video_0001,6281,1.94730624,0.0,-0.03,0.85,0.275,0.0,0.38,0.0,161.07,43.673816667,-79.414726833,0.254,6.221,3.18
video_0001,6282,1.94730624,0.0,0.01,0.84,0.25,1.06,1.38,0.75,161.07,43.673816667,-79.414726833,0.261,6.217,3.18
video_0001,6283,1.94730624,0.0,0.01,0.84,0.25,1.06,1.38,0.75,161.07,43.673816667,-79.414726833,0.261,6.217,3.18
video_0001,6284,1.86683904,0.0,-0.01,0.84,0.25,0.84,-0.03,0.065,155.86699270073,43.6738163277694,-79.4147266427652,0.263,6.225,3.18
video_0001,6285,1.7863718400000004,0.0,-0.03,0.84,0.25,0.62,-1.44,-0.62,149.61,43.673815667,-79.414726167,0.265,6.233,3.18
video_0001,6286,1.8507456,0.0,-0.03,0.84,0.25,0.62,-1.44,-0.62,148.21,43.673814833,-79.414724833,0.265,6.233,3.18
video_0001,6287,1.8507456,0.0,-0.005,0.845,0.27,-0.13,0.185,-0.03,148.21,43.673814833,-79.414724833,0.2635,6.2255,3.18
video_0001,6288,1.8507456,0.0,0.02,0.85,0.29,-0.88,1.81,0.56,148.21,43.673814833,-79.414724833,0.262,6.218,3.18
video_0001,6289,1.23919488,0.0,0.02,0.85,0.29,-0.88,1.81,0.56,141.46,43.673815,-79.414724167,0.262,6.218,3.18
video_0001,6290,1.23919488,0.0,0.0,0.85,0.3,-0.285,0.685,0.0,141.46,43.673815,-79.414724167,0.277,6.2265,3.18
video_0001,6291,1.23919488,0.0,-0.02,0.85,0.31,0.31,-0.44,-0.56,141.46,43.673815,-79.414724167,0.292,6.235,3.18
video_0001,6292,1.7219980800000003,0.0,-0.02,0.85,0.31,0.31,-0.44,-0.56,135.15,43.673814333,-79.414723,0.292,6.235,3.18
video_0001,6293,1.7219980800000003,0.0,-0.005,0.85,0.315,0.125,0.59,0.0,135.15,43.673814333,-79.414723,0.3015,6.2325,3.18
video_0001,6294,1.7219980800000003,0.0,0.01,0.85,0.32,-0.06,1.62,0.56,135.15,43.673814333,-79.414723,0.311,6.23,3.18
video_0001,6295,1.6254374400000002,0.0,0.01,0.85,0.32,-0.06,1.62,0.56,135.64,43.673813667,-79.414722333,0.311,6.23,3.18
video_0001,6296,1.6254374400000002,0.0,0.01,0.85,0.32,-0.06,1.62,0.56,135.64,43.673813667,-79.414722333,0.311,6.23,3.18
video_0001,6297,1.6254374400000002,0.0,0.01,0.85,0.32,-0.06,1.62,0.56,135.64,43.673813667,-79.414722333,0.311,6.23,3.18
video_0001,6298,1.8024652800000003,0.0,0.0,0.84,0.31,0.75,-1.75,-0.94,144.68,43.673812667,-79.414722,0.299,6.218,3.18
video_0001,6299,1.8024652800000003,0.0,-0.015,0.84,0.3,0.5,-0.25,-0.25,144.68,43.673812667,-79.414722,0.3015,6.218,3.18
video_0001,6300,1.8024652800000003,0.0,-0.03,0.84,0.29,0.25,1.25,0.44,144.68,43.673812667,-79.414722,0.304,6.218,3.18
video_0001,6301,1.40012928,0.0,-0.03,0.84,0.29,0.25,1.25,0.44,140.85,43.673812167,-79.414721167,0.304,6.218,3.18
video_0001,6302,1.40012928,0.0,-0.045,0.835,0.29,0.565,0.0649999999999999,0.03,140.85,43.673812167,-79.414721167,0.304,6.2145,3.18
video_0001,6303,1.40012928,0.0,-0.06,0.83,0.29,0.88,-1.12,-0.38,140.85,43.673812167,-79.414721167,0.304,6.211,3.18
video_0001,6304,1.0782604800000002,0.0,-0.06,0.83,0.29,0.88,-1.12,-0.38,140.85,43.673811167,-79.414721,0.304,6.211,3.18
video_0001,6305,1.0782604800000002,0.0,-0.06,0.83,0.29,0.88,-1.12,-0.38,140.85,43.673811167,-79.414721,0.304,6.211,3.18
video_0001,6306,1.0782604800000002,0.0,-0.05,0.83,0.3,0.69,-0.94,-0.31,140.85,43.673811167,-79.414721,0.312,6.198,3.18
video_0001,6307,1.89902592,0.0,-0.05,0.83,0.3,0.69,-0.94,-0.31,158.82,43.673810333,-79.4147205,0.312,6.198,3.18
video_0001,6308,1.89902592,0.0,-0.035,0.835,0.295,0.655,-0.47,-0.155,158.82,43.673810333,-79.4147205,0.304,6.211,3.18
video_0001,6309,1.89902592,0.0,-0.02,0.84,0.29,0.62,0.0,0.0,158.82,43.673810333,-79.4147205,0.296,6.224,3.18
video_0001,6310,0.8690457600000001,0.0,-0.02,0.84,0.29,0.62,0.0,0.0,158.82,43.673810167,-79.414720333,0.296,6.224,3.18
video_0001,6311,0.8690457600000001,0.0,-0.01,0.835,0.3,0.655,0.405,0.125,158.82,43.673810167,-79.414720333,0.2995,6.227,3.18
video_0001,6312,0.8690457600000001,0.0,0.0,0.83,0.31,0.69,0.81,0.25,158.82,43.673810167,-79.414720333,0.303,6.23,3.18
video_0001,6313,1.59325056,0.0,0.0,0.83,0.31,0.69,0.81,0.25,158.87,43.673809,-79.414719333,0.303,6.23,3.18
video_0001,6314,1.59325056,0.0,0.0,0.83,0.31,0.69,0.81,0.25,158.87,43.673809,-79.414719333,0.303,6.23,3.18
video_0001,6315,1.59325056,0.0,-0.05,0.84,0.33,0.0,-0.38,-0.25,158.87,43.673809,-79.414719333,0.303,6.229,3.18
video_0001,6316,1.97949312,0.0,-0.05,0.84,0.33,0.0,-0.38,-0.25,148.6,43.673807833,-79.414718167,0.303,6.229,3.18
video_0001,6317,1.97949312,0.0,-0.045,0.84,0.33,-0.03,-0.19,-0.22,148.6,43.673807833,-79.414718167,0.3035,6.229,3.18
video_0001,6318,1.97949312,0.0,-0.04,0.84,0.33,-0.06,0.0,-0.19,148.6,43.673807833,-79.414718167,0.304,6.229,3.18
video_0001,6319,1.8346521599999999,0.0,-0.04,0.84,0.33,-0.06,0.0,-0.19,139.56,43.673807,-79.4147175,0.304,6.229,3.18
video_0001,6320,1.8346521599999999,0.0,-0.04,0.84,0.33,-0.06,0.0,-0.19,139.56,43.673807,-79.4147175,0.304,6.229,3.18
video_0001,6321,1.8346521599999999,0.0,-0.05,0.83,0.31,0.25,-1.0,-0.44,139.56,43.673807,-79.4147175,0.305,6.229,3.18
video_0001,6322,2.0277734400000003,0.0,-0.05,0.83,0.31,0.25,-1.0,-0.44,147.67,43.6738055,-79.414717,0.305,6.229,3.18
video_0001,6323,2.0277734400000003,0.0,-0.05,0.83,0.31,0.25,-1.0,-0.44,147.67,43.6738055,-79.414717,0.305,6.229,3.18
video_0001,6324,2.0277734400000003,0.0,-0.02,0.84,0.33,-0.38,0.38,0.0,147.67,43.6738055,-79.414717,0.305,6.229,3.18
video_0001,6325,1.54497024,0.0,-0.02,0.84,0.33,-0.38,0.38,0.0,148.66,43.673805333,-79.4147155,0.305,6.229,3.18
video_0001,6326,1.54497024,0.0,-0.02,0.84,0.33,-0.38,0.38,0.0,148.66,43.673805333,-79.4147155,0.305,6.229,3.18
video_0001,6327,1.54497024,0.0,-0.01,0.84,0.3,-0.12,0.56,0.12,148.66,43.673805333,-79.4147155,0.307,6.229,3.18
video_0001,6328,1.8024652800000003,0.0,-0.01,0.84,0.3,-0.12,0.56,0.12,161.09,43.673804333,-79.4147155,0.307,6.229,3.18
video_0001,6329,1.8024652800000003,0.0,-0.02,0.845,0.295,0.535,0.31,0.06,161.09,43.673804333,-79.4147155,0.306,6.229,3.18
video_0001,6330,1.8024652800000003,0.0,-0.03,0.85,0.29,1.19,0.06,0.0,161.09,43.673804333,-79.4147155,0.305,6.229,3.18
video_0001,6331,0.6276441600000001,0.0,-0.03,0.85,0.29,1.19,0.06,0.0,161.09,43.6738045,-79.414715,0.305,6.229,3.18
video_0001,6332,0.6276441600000001,0.0,-0.03,0.85,0.29,1.19,0.06,0.0,161.09,43.6738045,-79.414715,0.305,6.229,3.18
video_0001,6333,0.6276441600000001,0.0,-0.07,0.84,0.32,0.19,-1.38,-0.56,161.09,43.6738045,-79.414715,0.307,6.229,3.18
video_0001,6334,1.17482112,0.0,-0.07,0.84,0.32,0.19,-1.38,-0.56,161.09,43.673804167,-79.414714167,0.307,6.229,3.18
video_0001,6335,1.17482112,0.0,-0.07,0.84,0.32,0.19,-1.38,-0.56,161.09,43.673804167,-79.414714167,0.307,6.229,3.18
video_0001,6336,1.17482112,0.0,-0.07,0.84,0.31,0.06,1.25,0.56,161.09,43.673804167,-79.414714167,0.307,6.228,3.18
video_0001,6337,0.804672,0.0,-0.07,0.84,0.31,0.06,1.25,0.56,161.09,43.673803333,-79.414713167,0.307,6.228,3.18
video_0001,6338,0.804672,0.0,-0.05,0.84,0.32,0.28,0.28,0.125,161.09,43.673803333,-79.414713167,0.3075,6.228,3.18
video_0001,6339,0.804672,0.0,-0.03,0.84,0.33,0.5,-0.69,-0.31,161.09,43.673803333,-79.414713167,0.308,6.228,3.18
video_0001,6340,1.7863718400000004,0.0,-0.03,0.84,0.33,0.5,-0.69,-0.31,148.19,43.673802,-79.414710667,0.308,6.228,3.18
video_0001,6341,1.7863718400000004,0.0,-0.03,0.84,0.33,0.5,-0.69,-0.31,148.19,43.673802,-79.414710667,0.308,6.228,3.18
video_0001,6342,1.7863718400000004,0.0,-0.04,0.84,0.31,0.44,-0.75,-0.19,148.19,43.673802,-79.414710667,0.308,6.228,3.18
video_0001,6343,1.51278336,0.0,-0.04,0.84,0.31,0.44,-0.75,-0.19,149.53,43.673801667,-79.4147095,0.308,6.228,3.18
